#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Bordetella pertussis","I705",19440,SAMN08214408 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009695.1 ,4.10535,67.7,chromosome:NZ_CP025524.1/CP025524.1,-,1,3991,3603,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/695/GCF_004009695.1_ASM400969v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/695/GCA_004009695.1_ASM400969v1
"Bordetella pertussis","J139",19440,SAMN08200079 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009715.1 ,4.24712,67.8,chromosome:NZ_CP025527.1/CP025527.1,-,1,4129,3712,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/715/GCF_004009715.1_ASM400971v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/715/GCA_004009715.1_ASM400971v1
"Bordetella pertussis","I955",19440,SAMN07352192 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009735.1 ,4.10761,67.7,chromosome:NZ_CP025531.1/CP025531.1,-,1,4001,3611,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/735/GCF_004009735.1_ASM400973v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/735/GCA_004009735.1_ASM400973v1
"Bordetella pertussis","I420",19440,SAMN08214407 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009775.1 ,4.11162,67.7,chromosome:NZ_CP025525.1/CP025525.1,-,1,4001,3594,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/775/GCF_004009775.1_ASM400977v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/775/GCA_004009775.1_ASM400977v1
"Bordetella pertussis","D665",19440,SAMN08200081 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009795.1 ,4.14581,67.7,chromosome:NZ_CP025526.1/CP025526.1,-,1,4038,3633,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/795/GCF_004009795.1_ASM400979v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/795/GCA_004009795.1_ASM400979v1
"Bordetella pertussis","D236",19440,SAMN08200080 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009815.1 ,4.28533,67.7,chromosome:NZ_CP025530.1/CP025530.1,-,1,4147,3749,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/815/GCF_004009815.1_ASM400981v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/815/GCA_004009815.1_ASM400981v1
"Bordetella pertussis","J366",19440,SAMN08395641 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634585.1 ,4.11058,67.7,chromosome:NZ_CP026429.1/CP026429.1,-,1,4001,3608,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/585/GCF_004634585.1_ASM463458v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/585/GCA_004634585.1_ASM463458v1
"Bordetella pertussis","J364",19440,SAMN08395640 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634605.1 ,4.09549,67.7,chromosome:NZ_CP026430.1/CP026430.1,-,1,3991,3599,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/605/GCF_004634605.1_ASM463460v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/605/GCA_004634605.1_ASM463460v1
"Bordetella pertussis","J363",19440,SAMN08395639 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634625.1 ,4.11317,67.7,chromosome:NZ_CP026431.1/CP026431.1,-,1,4000,3592,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/625/GCF_004634625.1_ASM463462v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/625/GCA_004634625.1_ASM463462v1
"Bordetella pertussis","J360",19440,SAMN08395638 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634645.1 ,4.11046,67.7,chromosome:NZ_CP026432.1/CP026432.1,-,1,4000,3551,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/645/GCF_004634645.1_ASM463464v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/645/GCA_004634645.1_ASM463464v1
"Bordetella pertussis","J359",19440,SAMN08395637 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634665.1 ,4.10727,67.7,chromosome:NZ_CP026433.1/CP026433.1,-,1,4001,3579,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/665/GCF_004634665.1_ASM463466v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/665/GCA_004634665.1_ASM463466v1
"Bordetella pertussis","J354",19440,SAMN08395635 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634685.1 ,4.10637,67.7,chromosome:NZ_CP026435.1/CP026435.1,-,1,3998,3602,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/685/GCF_004634685.1_ASM463468v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/685/GCA_004634685.1_ASM463468v1
"Bordetella pertussis","J336",19440,SAMN08395634 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634705.1 ,4.10743,67.7,chromosome:NZ_CP026436.1/CP026436.1,-,1,3996,3605,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/705/GCF_004634705.1_ASM463470v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/705/GCA_004634705.1_ASM463470v1
"Bordetella pertussis","J334",19440,SAMN08395633 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634725.1 ,4.11058,67.7,chromosome:NZ_CP026437.1/CP026437.1,-,1,3999,3606,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/725/GCF_004634725.1_ASM463472v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/725/GCA_004634725.1_ASM463472v1
"Bordetella pertussis","J330",19440,SAMN08395631 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634745.1 ,4.10741,67.7,chromosome:NZ_CP026439.1/CP026439.1,-,1,3997,3603,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/745/GCF_004634745.1_ASM463474v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/745/GCA_004634745.1_ASM463474v1
"Bordetella pertussis","J322",19440,SAMN08395629 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634765.1 ,4.10637,67.7,chromosome:NZ_CP026441.1/CP026441.1,-,1,3997,3599,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/765/GCF_004634765.1_ASM463476v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/765/GCA_004634765.1_ASM463476v1
"Bordetella pertussis","J275",19440,SAMN08395628 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634785.1 ,4.10843,67.7,chromosome:NZ_CP026442.1/CP026442.1,-,1,4002,3581,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/785/GCF_004634785.1_ASM463478v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/785/GCA_004634785.1_ASM463478v1
"Bordetella pertussis","J272",19440,SAMN08395626 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634805.1 ,4.11058,67.7,chromosome:NZ_CP026444.1/CP026444.1,-,1,4003,3610,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/805/GCF_004634805.1_ASM463480v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/805/GCA_004634805.1_ASM463480v1
"Bordetella pertussis","J270",19440,SAMN08395625 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634825.1 ,4.11058,67.7,chromosome:NZ_CP026445.1/CP026445.1,-,1,4001,3609,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/825/GCF_004634825.1_ASM463482v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/825/GCA_004634825.1_ASM463482v1
"Bordetella pertussis","J393",19440,SAMN08395647 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634845.1 ,4.10638,67.7,chromosome:NZ_CP026428.1/CP026428.1,-,1,4000,3604,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/845/GCF_004634845.1_ASM463484v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/845/GCA_004634845.1_ASM463484v1
"Bordetella pertussis","J357",19440,SAMN08395636 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634865.1 ,4.10742,67.7,chromosome:NZ_CP026434.1/CP026434.1,-,1,3999,3610,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/865/GCF_004634865.1_ASM463486v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/865/GCA_004634865.1_ASM463486v1
"Bordetella pertussis","J332",19440,SAMN08395632 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634885.1 ,4.10954,67.7,chromosome:NZ_CP026438.1/CP026438.1,-,1,3997,3608,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/885/GCF_004634885.1_ASM463488v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/885/GCA_004634885.1_ASM463488v1
"Bordetella pertussis","J323",19440,SAMN08395630 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634905.1 ,4.10638,67.7,chromosome:NZ_CP026440.1/CP026440.1,-,1,3997,3606,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/905/GCF_004634905.1_ASM463490v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/905/GCA_004634905.1_ASM463490v1
"Bordetella pertussis","J274",19440,SAMN08395627 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004634925.1 ,4.11055,67.7,chromosome:NZ_CP026443.1/CP026443.1,-,1,4003,3591,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/925/GCF_004634925.1_ASM463492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/925/GCA_004634925.1_ASM463492v1
"Bordetella pertussis","J269",19440,SAMN08395624 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635085.1 ,4.10848,67.7,chromosome:NZ_CP026446.1/CP026446.1,-,1,4000,3607,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/085/GCF_004635085.1_ASM463508v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/085/GCA_004635085.1_ASM463508v1
"Bordetella pertussis","J267",19440,SAMN08395622 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635105.1 ,4.11058,67.7,chromosome:NZ_CP026448.1/CP026448.1,-,1,4001,3607,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/105/GCF_004635105.1_ASM463510v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/105/GCA_004635105.1_ASM463510v1
"Bordetella pertussis","J266",19440,SAMN08395621 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635125.1 ,4.11058,67.7,chromosome:NZ_CP026449.1/CP026449.1,-,1,4003,3610,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/125/GCF_004635125.1_ASM463512v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/125/GCA_004635125.1_ASM463512v1
"Bordetella pertussis","J264",19440,SAMN08395620 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635145.1 ,4.11058,67.7,chromosome:NZ_CP026450.1/CP026450.1,-,1,3999,3607,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/145/GCF_004635145.1_ASM463514v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/145/GCA_004635145.1_ASM463514v1
"Bordetella pertussis","J263",19440,SAMN08395619 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635165.1 ,4.11058,67.7,chromosome:NZ_CP026451.1/CP026451.1,-,1,4000,3609,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/165/GCF_004635165.1_ASM463516v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/165/GCA_004635165.1_ASM463516v1
"Bordetella pertussis","J260",19440,SAMN08395617 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635185.1 ,4.11058,67.7,chromosome:NZ_CP026453.1/CP026453.1,-,1,4001,3606,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/185/GCF_004635185.1_ASM463518v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/185/GCA_004635185.1_ASM463518v1
"Bordetella pertussis","J259",19440,SAMN08395616 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635205.1 ,4.11058,67.7,chromosome:NZ_CP026454.1/CP026454.1,-,1,4001,3610,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/205/GCF_004635205.1_ASM463520v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/205/GCA_004635205.1_ASM463520v1
"Bordetella pertussis","J258",19440,SAMN08395615 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635225.1 ,4.11058,67.7,chromosome:NZ_CP026455.1/CP026455.1,-,1,4000,3609,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/225/GCF_004635225.1_ASM463522v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/225/GCA_004635225.1_ASM463522v1
"Bordetella pertussis","J257",19440,SAMN08395614 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635245.1 ,4.11058,67.7,chromosome:NZ_CP026456.1/CP026456.1,-,1,3999,3607,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/245/GCF_004635245.1_ASM463524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/245/GCA_004635245.1_ASM463524v1
"Bordetella pertussis","J256",19440,SAMN08395613 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635265.1 ,4.11058,67.7,chromosome:NZ_CP026457.1/CP026457.1,-,1,4000,3608,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/265/GCF_004635265.1_ASM463526v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/265/GCA_004635265.1_ASM463526v1
"Bordetella pertussis","J254",19440,SAMN08395611 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635285.1 ,4.11058,67.7,chromosome:NZ_CP026459.1/CP026459.1,-,1,4001,3608,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/285/GCF_004635285.1_ASM463528v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/285/GCA_004635285.1_ASM463528v1
"Bordetella pertussis","J253",19440,SAMN08395610 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635305.1 ,4.10848,67.7,chromosome:NZ_CP026460.1/CP026460.1,-,1,3999,3607,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/305/GCF_004635305.1_ASM463530v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/305/GCA_004635305.1_ASM463530v1
"Bordetella pertussis","J252",19440,SAMN08395609 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635325.1 ,4.11058,67.7,chromosome:NZ_CP026461.1/CP026461.1,-,1,3999,3604,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/325/GCF_004635325.1_ASM463532v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/325/GCA_004635325.1_ASM463532v1
"Bordetella pertussis","J251",19440,SAMN08395608 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635345.1 ,4.11058,67.7,chromosome:NZ_CP026462.1/CP026462.1,-,1,4000,3609,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/345/GCF_004635345.1_ASM463534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/345/GCA_004635345.1_ASM463534v1
"Bordetella pertussis","J249",19440,SAMN08395606 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635365.1 ,4.11058,67.7,chromosome:NZ_CP026464.1/CP026464.1,-,1,4001,3608,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/365/GCF_004635365.1_ASM463536v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/365/GCA_004635365.1_ASM463536v1
"Bordetella pertussis","B228",19440,SAMN08395605 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635385.1 ,4.13331,67.7,chromosome:NZ_CP026465.1/CP026465.1,-,1,4015,3622,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/385/GCF_004635385.1_ASM463538v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/385/GCA_004635385.1_ASM463538v1
"Bordetella pertussis","J268",19440,SAMN08395623 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635405.1 ,4.10846,67.7,chromosome:NZ_CP026447.1/CP026447.1,-,1,3998,3603,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/405/GCF_004635405.1_ASM463540v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/405/GCA_004635405.1_ASM463540v1
"Bordetella pertussis","J255",19440,SAMN08395612 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635425.1 ,4.11058,67.7,chromosome:NZ_CP026458.1/CP026458.1,-,1,4000,3608,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/425/GCF_004635425.1_ASM463542v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/425/GCA_004635425.1_ASM463542v1
"Bordetella pertussis","J250",19440,SAMN08395607 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635445.1 ,4.11058,67.7,chromosome:NZ_CP026463.1/CP026463.1,-,1,4001,3606,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/445/GCF_004635445.1_ASM463544v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/445/GCA_004635445.1_ASM463544v1
"Bordetella pertussis","J402",19440,SAMN08395649 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635465.1 ,4.10755,67.7,chromosome:NZ_CP026466.1/CP026466.1,-,1,3995,3607,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/465/GCF_004635465.1_ASM463546v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/465/GCA_004635465.1_ASM463546v1
"Bordetella pertussis","J401",19440,SAMN08395648 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635485.1 ,4.11374,67.7,chromosome:NZ_CP026467.1/CP026467.1,-,1,4005,3616,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/485/GCF_004635485.1_ASM463548v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/485/GCA_004635485.1_ASM463548v1
"Bordetella pertussis","J392",19440,SAMN08395646 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635505.1 ,4.10743,67.7,chromosome:NZ_CP026468.1/CP026468.1,-,1,4001,3607,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/505/GCF_004635505.1_ASM463550v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/505/GCA_004635505.1_ASM463550v1
"Bordetella pertussis","J391",19440,SAMN08395645 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635525.1 ,4.10743,67.7,chromosome:NZ_CP026469.1/CP026469.1,-,1,4000,3606,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/525/GCF_004635525.1_ASM463552v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/525/GCA_004635525.1_ASM463552v1
"Bordetella pertussis","J376",19440,SAMN08395644 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635545.1 ,4.10755,67.7,chromosome:NZ_CP026470.1/CP026470.1,-,1,3995,3607,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/545/GCF_004635545.1_ASM463554v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/545/GCA_004635545.1_ASM463554v1
"Bordetella pertussis","J370",19440,SAMN08395643 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635565.1 ,4.10754,67.7,chromosome:NZ_CP026471.1/CP026471.1,-,1,3998,3609,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/565/GCF_004635565.1_ASM463556v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/565/GCA_004635565.1_ASM463556v1
"Bordetella pertussis","J367",19440,SAMN08395642 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635585.1 ,4.10848,67.7,chromosome:NZ_CP026472.1/CP026472.1,-,1,3997,3610,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/585/GCF_004635585.1_ASM463558v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/585/GCA_004635585.1_ASM463558v1
"Bordetella pertussis","J703",19440,SAMN08524485 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635605.1 ,4.10513,67.7,chromosome:NZ_CP026882.1/CP026882.1,-,1,3994,3591,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/605/GCF_004635605.1_ASM463560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/605/GCA_004635605.1_ASM463560v1
"Bordetella pertussis","J700",19440,SAMN08524483 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635625.1 ,4.10739,67.7,chromosome:NZ_CP026884.1/CP026884.1,-,1,3999,3577,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/625/GCF_004635625.1_ASM463562v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/625/GCA_004635625.1_ASM463562v1
"Bordetella pertussis","J699",19440,SAMN08524482 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635645.1 ,4.10713,67.7,chromosome:NZ_CP026885.1/CP026885.1,-,1,4000,3567,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/645/GCF_004635645.1_ASM463564v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/645/GCA_004635645.1_ASM463564v1
"Bordetella pertussis","J698",19440,SAMN08524481 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635665.1 ,4.10737,67.7,chromosome:NZ_CP026886.1/CP026886.1,-,1,4000,3575,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/665/GCF_004635665.1_ASM463566v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/665/GCA_004635665.1_ASM463566v1
"Bordetella pertussis","J697",19440,SAMN08524480 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635685.1 ,4.10831,67.7,chromosome:NZ_CP026887.1/CP026887.1,-,1,4001,3516,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/685/GCF_004635685.1_ASM463568v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/685/GCA_004635685.1_ASM463568v1
"Bordetella pertussis","J695",19440,SAMN08524479 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635705.1 ,4.10534,67.7,chromosome:NZ_CP026888.1/CP026888.1,-,1,3997,3604,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/705/GCF_004635705.1_ASM463570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/705/GCA_004635705.1_ASM463570v1
"Bordetella pertussis","J693",19440,SAMN08524478 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635725.1 ,4.10532,67.7,chromosome:NZ_CP026889.1/CP026889.1,-,1,3996,3589,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/725/GCF_004635725.1_ASM463572v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/725/GCA_004635725.1_ASM463572v1
