Alias	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	ENA_checklist	Experiment	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	SRA_accession	Sample_Name	Title	collected_by	collection_date	geo_loc_name	geographic_location_country_and_or_sea	host	host_disease	host_health_state	isolate	isolation_source	lat_lon	strain	Consent
	WGS		498	PRJNA279196	SAMN11539664	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781558						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539664_K210_201905011205	2019-05-02	350	204	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002907	SRS4714400	SRP094480		K210		missing	2018	USA: MN		Homo sapiens	pertussis		K210	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539663	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781559						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539663_K209_201905011205	2019-05-02	363	223	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002906	SRS4714401	SRP094480		K209		missing	2018	USA: MN		Homo sapiens	pertussis		K209	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539662	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781560						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539662_K208_201905011205	2019-05-02	364	221	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002905	SRS4714402	SRP094480		K208		missing	2018	USA: MN		Homo sapiens	pertussis		K208	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539661	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781561						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539661_K207_201905011205	2019-05-02	341	211	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002904	SRS4714403	SRP094480		K207		missing	2018	USA: MN		Homo sapiens	pertussis		K207	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539660	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781562						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539660_K206_201905011205	2019-05-02	314	186	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002903	SRS4714404	SRP094480		K206		missing	2018	USA: MN		Homo sapiens	pertussis		K206	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539669	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781563						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539669_K215_201905011205	2019-05-02	360	214	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002902	SRS4714405	SRP094480		K215		missing	2018	USA: MN		Homo sapiens	pertussis		K215	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539668	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781564						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539668_K214_201905011205	2019-05-02	343	210	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002901	SRS4714406	SRP094480		K214		missing	2018	USA: MN		Homo sapiens	pertussis		K214	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539685	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781565						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539685_K231_201905011205	2019-05-02	337	205	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002900	SRS4714407	SRP094480		K231		missing	2018	USA: OR		Homo sapiens	pertussis		K231	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539684	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781566						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539684_K230_201905011205	2019-05-02	369	227	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002899	SRS4714408	SRP094480		K230		missing	2018	USA: OR		Homo sapiens	pertussis		K230	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539687	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781567						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539687_K233_201905011205	2019-05-02	398	233	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002898	SRS4714409	SRP094480		K233		missing	2018	USA: OR		Homo sapiens	pertussis		K233	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539686	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781568						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539686_K232_201905011205	2019-05-02	370	227	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002897	SRS4714410	SRP094480		K232		missing	2018	USA: OR		Homo sapiens	pertussis		K232	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539681	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781569						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539681_K227_201905011205	2019-05-02	418	263	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002896	SRS4714411	SRP094480		K227		missing	2018	USA: OR		Homo sapiens	pertussis		K227	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539680	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781570						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539680_K226_201905011205	2019-05-02	378	224	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002895	SRS4714412	SRP094480		K226		missing	2018	USA: OR		Homo sapiens	pertussis		K226	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539683	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781571						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539683_K229_201905011205	2019-05-02	335	200	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002894	SRS4714413	SRP094480		K229		missing	2018	USA: OR		Homo sapiens	pertussis		K229	missing	missing		public
	WGS		493	PRJNA279196	SAMN11539682	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781572						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539682_K228_201905011205	2019-05-02	340	209	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002893	SRS4714414	SRP094480		K228		missing	2018	USA: OR		Homo sapiens	pertussis		K228	missing	missing		public
	WGS		494	PRJNA279196	SAMN11539689	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781573						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539689_K235_201905011205	2019-05-02	307	181	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002892	SRS4714415	SRP094480		K235		missing	2018	USA: OR		Homo sapiens	pertussis		K235	missing	missing		public
	WGS		496	PRJNA279196	SAMN11539688	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781574						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539688_K234_201905011205	2019-05-02	381	243	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002891	SRS4714416	SRP094480		K234		missing	2018	USA: OR		Homo sapiens	pertussis		K234	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539650	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781575						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539650_K196_201905011205	2019-05-02	247	136	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002890	SRS4714417	SRP094480		K196		missing	2018	USA: MN		Homo sapiens	pertussis		K196	missing	missing		public
	WGS		495	PRJNA279196	SAMN11539651	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781576						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539651_K197_201905011205	2019-05-02	292	175	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002889	SRS4714418	SRP094480		K197		missing	2018	USA: MN		Homo sapiens	pertussis		K197	missing	missing		public
	WGS		500	PRJNA279196	SAMN11539652	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781577						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539652_K198_201905011205	2019-05-02	347	211	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002888	SRS4714419	SRP094480		K198		missing	2018	USA: MN		Homo sapiens	pertussis		K198	missing	missing		public
	WGS		494	PRJNA279196	SAMN11539653	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781578						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539653_K199_201905011205	2019-05-02	390	232	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002887	SRS4714420	SRP094480		K199		missing	2018	USA: MN		Homo sapiens	pertussis		K199	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539654	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781579						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539654_K200_201905011205	2019-05-02	361	218	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002886	SRS4714421	SRP094480		K200		missing	2018	USA: MN		Homo sapiens	pertussis		K200	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539655	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781580						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539655_K201_201905011205	2019-05-02	387	236	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002885	SRS4714422	SRP094480		K201		missing	2018	USA: MN		Homo sapiens	pertussis		K201	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539656	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781581						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539656_K202_201905011205	2019-05-02	412	250	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002884	SRS4714423	SRP094480		K202		missing	2018	USA: MN		Homo sapiens	pertussis		K202	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539657	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781582						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539657_K203_201905011205	2019-05-02	373	222	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002883	SRS4714424	SRP094480		K203		missing	2018	USA: MN		Homo sapiens	pertussis		K203	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539658	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781583						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539658_K204_201905011205	2019-05-02	417	260	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002882	SRS4714425	SRP094480		K204		missing	2018	USA: MN		Homo sapiens	pertussis		K204	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539659	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781584						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539659_K205_201905011205	2019-05-02	353	219	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002881	SRS4714426	SRP094480		K205		missing	2018	USA: MN		Homo sapiens	pertussis		K205	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539676	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781585						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539676_K222_201905011205	2019-05-02	374	224	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002880	SRS4714427	SRP094480		K222		missing	2018	USA: OR		Homo sapiens	pertussis		K222	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539677	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781586						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539677_K223_201905011205	2019-05-02	379	228	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002879	SRS4714428	SRP094480		K223		missing	2018	USA: OR		Homo sapiens	pertussis		K223	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539674	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781587						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539674_K220_201905011205	2019-05-02	342	198	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002878	SRS4714429	SRP094480		K220		missing	2018	USA: NY		Homo sapiens	pertussis		K220	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539675	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781588						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539675_K221_201905011205	2019-05-02	357	217	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002877	SRS4714430	SRP094480		K221		missing	2018	USA: OR		Homo sapiens	pertussis		K221	missing	missing		public
	WGS		494	PRJNA279196	SAMN11539672	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781589						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539672_K218_201905011205	2019-05-02	307	178	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002876	SRS4714431	SRP094480		K218		missing	2018	USA: MN		Homo sapiens	pertussis		K218	missing	missing		public
	WGS		500	PRJNA279196	SAMN11539673	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781590						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539673_K219_201905011205	2019-05-02	377	222	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002875	SRS4714432	SRP094480		K219		missing	2018	USA: MN		Homo sapiens	pertussis		K219	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539670	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781591						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539670_K216_201905011205	2019-05-02	394	243	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002874	SRS4714433	SRP094480		K216		missing	2018	USA: MN		Homo sapiens	pertussis		K216	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539671	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781592						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539671_K217_201905011205	2019-05-02	329	209	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002873	SRS4714434	SRP094480		K217		missing	2018	USA: MN		Homo sapiens	pertussis		K217	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539678	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781593						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539678_K224_201905011205	2019-05-02	418	253	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002872	SRS4714435	SRP094480		K224		missing	2018	USA: OR		Homo sapiens	pertussis		K224	missing	missing		public
	WGS		493	PRJNA279196	SAMN11539679	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781594						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539679_K225_201905011205	2019-05-02	440	263	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002871	SRS4714436	SRP094480		K225		missing	2018	USA: OR		Homo sapiens	pertussis		K225	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539704	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781595						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539704_K250_201905011205	2019-05-02	292	180	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002870	SRS4714437	SRP094480		K250		missing	2018	USA: OR		Homo sapiens	pertussis		K250	missing	missing		public
	WGS		495	PRJNA279196	SAMN11539703	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781596						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539703_K249_201905011205	2019-05-02	438	272	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002869	SRS4714438	SRP094480		K249		missing	2018	USA: OR		Homo sapiens	pertussis		K249	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539702	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781597						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539702_K248_201905011205	2019-05-02	285	172	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002868	SRS4714439	SRP094480		K248		missing	2018	USA: OR		Homo sapiens	pertussis		K248	missing	missing		public
	WGS		491	PRJNA279196	SAMN11539701	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781598						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539701_K247_201905011205	2019-05-02	381	232	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002867	SRS4714440	SRP094480		K247		missing	2018	USA: OR		Homo sapiens	pertussis		K247	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539700	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781599						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539700_K246_201905011205	2019-05-02	392	243	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002866	SRS4714441	SRP094480		K246		missing	2018	USA: OR		Homo sapiens	pertussis		K246	missing	missing		public
	WGS		496	PRJNA279196	SAMN11539707	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781600						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539707_K253_201905011205	2019-05-02	370	234	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002865	SRS4714442	SRP094480		K253		missing	2018	USA: OR		Homo sapiens	pertussis		K253	missing	missing		public
	WGS		495	PRJNA279196	SAMN11539706	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781601						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539706_K252_201905011205	2019-05-02	377	220	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002864	SRS4714443	SRP094480		K252		missing	2018	USA: OR		Homo sapiens	pertussis		K252	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539705	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781602						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539705_K251_201905011205	2019-05-02	324	197	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002863	SRS4714444	SRP094480		K251		missing	2018	USA: OR		Homo sapiens	pertussis		K251	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539733	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781603						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539733_K279_201905011205	2019-05-02	322	194	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002862	SRS4714445	SRP094480		K279		missing	2018	USA: CO		Homo sapiens	pertussis		K279	missing	missing		public
	WGS		492	PRJNA279196	SAMN11539709	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781604						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539709_K255_201905011205	2019-05-02	437	256	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002861	SRS4714446	SRP094480		K255		missing	2018	USA: OR		Homo sapiens	pertussis		K255	missing	missing		public
	WGS		492	PRJNA279196	SAMN11539708	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781605						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539708_K254_201905011205	2019-05-02	431	255	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002860	SRS4714447	SRP094480		K254		missing	2018	USA: OR		Homo sapiens	pertussis		K254	missing	missing		public
	WGS		500	PRJNA279196	SAMN11539633	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781606						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539633_K173_201905011205	2019-05-02	290	167	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002859	SRS4714448	SRP094480		K173		missing	2018	USA: CO		Homo sapiens	pertussis		K173	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539632	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781607						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539632_K172_201905011205	2019-05-02	309	177	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002858	SRS4714449	SRP094480		K172		missing	2018	USA: CO		Homo sapiens	pertussis		K172	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539635	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781608						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539635_K180_201905011205	2019-05-02	364	217	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002857	SRS4714450	SRP094480		K180		missing	2018	USA: GA		Homo sapiens	pertussis		K180	missing	missing		public
	WGS		500	PRJNA279196	SAMN11539634	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781609						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539634_K174_201905011205	2019-05-02	322	181	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002856	SRS4714451	SRP094480		K174		missing	2018	USA: CO		Homo sapiens	pertussis		K174	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539637	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781610						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539637_K182_201905011205	2019-05-02	281	159	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002855	SRS4714452	SRP094480		K182		missing	2018	USA: GA		Homo sapiens	pertussis		K182	missing	missing		public
	WGS		500	PRJNA279196	SAMN11539636	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781611						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539636_K181_201905011205	2019-05-02	326	193	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002854	SRS4714453	SRP094480		K181		missing	2018	USA: GA		Homo sapiens	pertussis		K181	missing	missing		public
	WGS		496	PRJNA279196	SAMN11539721	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781612						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539721_K267_201905011205	2019-05-02	325	195	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002853	SRS4714454	SRP094480		K267		missing	2018	USA: OR		Homo sapiens	pertussis		K267	missing	missing		public
	WGS		490	PRJNA279196	SAMN11539720	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781613						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539720_K266_201905011205	2019-05-02	342	204	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002852	SRS4714455	SRP094480		K266		missing	2018	USA: OR		Homo sapiens	pertussis		K266	missing	missing		public
	WGS		492	PRJNA279196	SAMN11539723	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781614						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539723_K269_201905011205	2019-05-02	339	210	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002851	SRS4714456	SRP094480		K269		missing	2018	USA: OR		Homo sapiens	pertussis		K269	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539722	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781615						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539722_K268_201905011205	2019-05-02	365	213	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002850	SRS4714457	SRP094480		K268		missing	2018	USA: OR		Homo sapiens	pertussis		K268	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539725	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781616						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539725_K271_201905011205	2019-05-02	298	175	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002849	SRS4714458	SRP094480		K271		missing	2018	USA: CO		Homo sapiens	pertussis		K271	missing	missing		public
	WGS		496	PRJNA279196	SAMN11539724	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781617						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539724_K270_201905011205	2019-05-02	311	189	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002848	SRS4714459	SRP094480		K270		missing	2018	USA: OR		Homo sapiens	pertussis		K270	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539727	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781618						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539727_K273_201905011205	2019-05-02	303	185	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002847	SRS4714460	SRP094480		K273		missing	2018	USA: CO		Homo sapiens	pertussis		K273	missing	missing		public
	WGS		496	PRJNA279196	SAMN11539726	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781619						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539726_K272_201905011205	2019-05-02	330	200	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002846	SRS4714461	SRP094480		K272		missing	2018	USA: CO		Homo sapiens	pertussis		K272	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539729	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781620						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539729_K275_201905011205	2019-05-02	324	188	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002845	SRS4714462	SRP094480		K275		missing	2018	USA: CO		Homo sapiens	pertussis		K275	missing	missing		public
	WGS		487	PRJNA279196	SAMN11539728	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781621						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539728_K274_201905011205	2019-05-02	339	201	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002844	SRS4714463	SRP094480		K274		missing	2018	USA: CO		Homo sapiens	pertussis		K274	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539698	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781622						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539698_K244_201905011205	2019-05-02	386	232	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002843	SRS4714464	SRP094480		K244		missing	2018	USA: OR		Homo sapiens	pertussis		K244	missing	missing		public
	WGS		496	PRJNA279196	SAMN11539699	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781623						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539699_K245_201905011205	2019-05-02	419	247	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002842	SRS4714465	SRP094480		K245		missing	2018	USA: OR		Homo sapiens	pertussis		K245	missing	missing		public
